Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
11568,B001HBI28S,AS0SPE5TEM74Z,Elizabeth Kingsley,1,1,3,1286928000,Needs more lemon flavor,"Not much of a lemon flavor for lemon cookies, more on the sweet side.  Coconut is listed in the ingredients, but you certainly won't taste it.  My son liked them, so they won't go to waste.  I would not buy them again."
11588,B001E3TUGC,A1EN8AYMABPHW3,Alex,1,1,3,1322092800,Low germination rates.,"These seeds are on the edge of their sell by date. (11/11)  Not very good for the small scale gardener who wants to save some for next year.  Germination rates are at about 1/4.  Too early to tell much about the plants, but I will update again if they do well."
11620,B0026WL14E,A2GQ6KVC9GPKQ9,Jason Farrell,0,1,3,1294876800,Best bang/buck,"This isn't the best tasting pepperoni, but it's acceptable, and you certainly get a lot of it for the money."
11622,B0026WL14E,A1PIZG3AAYNZLD,"Arahanto ""666""",0,1,3,1261699200,At least it's not Slim Jim,"This does NOT taste like peperoni. More like Slim Jim, except this uses real sausage casing (Slim Jim uses paper...shhh.)"
11678,B0032RPLSY,AABWHOBIHWCB2,Peter Muller,1,1,3,1350345600,"Ok for cooking, do NOT USE for preventing cavities","I've recently been researching the work of Dr. Price and the X-factor that high vitamin butter, combined with fermented cod liver oil, will cause teeth to re-mineralize and stop tooth decay. If this is why you want to purchase this product, DO NOT. I'm sure it's fine for ghee, but when I switched from the pricey butter oil to this, I found cavities were growing. When I switched back, they stopped growing. Again, this is great for ghee, but don't use as part of preventing/curing tooth decay as Dr. Price's research recommends."
11704,B0046XAL7E,A2ZVCN7T6VMH6Y,Melch,0,0,3,1340496000,Hit or Miss,"Overall, the bags of popcorn were just like those that you'd get in a regular package of 8 or 12 bags.  However, several bags did not pop correctly (or at all) and had to be thrown out.  Also, many other bags would have a burnt hole after popping.  I realize that some of this variability could be due to microwave wattage, but it was only bags from this large box of Orville Redenbacher's that would do this.  I think when you order such a large box, your chances of getting ""dud"" bags increase...just something to keep in mind!  Is it worth it to buy in bulk when more of the bags will be duds?"
11705,B0046XAL7E,A18Y7XQ9X763YJ,MedicMaria,0,0,3,1334620800,Popcorn,"I love Orville Redenbacher and so I ordered a case. Unfortunately, It looks old and the bags are weeping butter. The popcorn tastes OK when it does fully pop, if you can get pass that...what am I saying? Buy the 3 pack and try it out first."
11716,B002UVO1BG,A26KIN6LSNH840,R. Huffer,1,1,3,1325980800,Doesn't taste bad... but does not impress,"Bought this at Ralphs, 1 for $4.49 to try and was unimpressed. The high protein is great, but you can find that in other grocery store products. The high fiber is great for diets, and you can't find this high in any other pasta, but it tastes and is the texture like macaroni for kids. It definitely tastes and feels better than some ""healthy"" pastas available, but I'm just not sold on this. If you want low net carbs and that's your main goal, definitely use this and add in meats, veggies, and cheese to your dish for a good meal."
11771,B00099XLJE,A2AKN6PFUTPBE0,Willoughby,3,4,3,1288742400,Walnuts are good but the price... not so much.,"Is this price correct?  $46.34 works out at over $7 a lb!  I am sorry, but for this price I would not buy from this supplier.  This is just a ridiculous price.  Walnuts can be purchased ANYWHERE for less than $5. per lb."
11794,B004P4TL8E,AEL50OB2KIEW4,"Kitchen ""Witch""",3,5,3,1303516800,Attractive but drawer sticks,"It is a nice looking storage option and saves space, but I expected the drawer to slide out without so much difficulty. It is very jerky and tough to pull out and and push in. I thought maybe I did something wrong but it is pretty simple. I applied some WD 40 to the slide (with much wiping to get the excess off) and that did not help.<br />Has anyone else had this trouble, and were you able to remedy it?"
11798,B004P4TL8E,A3C6A40RHKRZBV,Evan Galatz,0,1,3,1331164800,"Ok solution, depending on your kitchen set up","I purchased this product over a year ago, and the best I can say is this is an ok product for me, but could be perfect for you.<br /><br />I used to always reach up to the top shelf, grab my box of k-cups, sift through them to find what I wanted, and then make my coffee. I tried to use the wooden box, but when you can only hold 20, and you use multiple k-cups per day, I just felt like I was always filling it, and didnt have enough room for variety.<br /><br />I bought this thinking it was perfect, holding 36 cups should last me a few weeks minimum. The Keurig would sit right on top and take up less room. What more could I ask for? Then when I brought it home though the truth came out.<br /><br />The draw is very well made and works perfect. However you are adding about 3 inches to the size of the keurig. Due to the height of my cabinets, it raised the machine just enough to not longer be able to open enough because the handle hits the cabinet. For a few days I was pulling it out and using it like that, but that got too annoying. Instead I now use the draw, but not with my coffee maker on it. It now holds my knife block instead, since those can still come out just fine.<br /><br />If your keurig is set up with no cabinet above it, this option is beyond perfect. However for me, I feel like it just added a bit of clutter, but I am willing to deal with it for the convience of the drawer."
11810,B004P4TL8E,A8KJS2P6E5DCB,T. Distaso,5,5,3,1306108800,Was expecting better quality for the price but love the storage!,"First off I very much prefer this look to the rotating holders, plus it holds MORE K cups than they do.  I also like that it takes up less storage space than those carousels plus a machine.  I have limited counter top space and it is already crowded.<br />A minor issue, as I had read before, was that the added height to the machine causes lid to hit the cupboards while opening and closing. I am OK with pulling it away from the wall a bit and will eventually place my machine in a more open counter space to avoid this.  It does bother my husband more though.<br />I was disappointed with the product a bit.  My main problem was the material on the top of the drawer, that you rest the machine on, was not done very aesthetically.  AS soon as I opened what stood out to me was that it had to have been hand cut, and was cut slightly wrong on my product.  First I can still see the pencil mark all across the front.  Then it was cut too short and  coroner was not cut squarely.  It happens to h ave also been across the front edge of my product so it just sticks out to me and lessens it's appeal.<br />I find the drawer to operate smoothly and easily.  you can not reach the back row of K-cups while full but that is not a big deal to me at all."
11826,B004P4TL8E,A1DJIVY9Y44R8E,C. Lilly,1,1,3,1306454400,It's ok I guess...,"Ordered this on the advice of the Single Serve Coffee forum.<br /><br />CONS:<br /><br />Drawer is metal mesh on metal mesh, so it doesn't slide smoothly.  It's pretty clunky to pull open and even harder to close.<br />It doesn't pull out far enough to reach the back of the drawer, so you have to tip the final K-Cup out, which is hard if you have an entire coffee maker on top.<br />Again, all mesh, so the cups don't sit smoothly in the tray, and the sections are a hair too narrow so the cups brush one another awkwardly.<br />My upper cabinets are raised higher than average because we are both tall, and this still didn't leave us enough room to open the maker while on the drawer.<br /><br />PROS:<br /><br />For our modern kitchen, it's nice to look at.<br />It comfortable fits my Capresso FrothPro on one side and two 64oz Ghirardelli bottles (front to back) on the other so it still saves us counter space.<br />When I tried my Keurig on it, I expected some buckling but it seemed to stand firm even with a full water tank.<br /><br />All in all, for $25 it's a lot nicer to look at than the spinning barrel style holders, and I don't need my coffee to be on display.  Plus it looks easy to clean which for me is a plus."
11834,B004P4TL8E,A1MPPQDD9EVR8O,"L. Province ""Lacystudio""",0,0,3,1348358400,Nice but has it's short comings,First off I'm very happy that my Keurig Coffeemaker sits nicely atop this storage drawer without having to take up any extra counter space. But on the other hand it's difficult to reach the last K-cup in the very back of the drawer. I can live with it but they should have designed it so the drawer extended out a bit more for easy access.
11843,B004P4TL8E,A1PFG03IJCKUI3,"J. Zenkus ""toyotaboy""",0,0,3,1347408000,"space saver, doesn't slide well","I don't know if I have bad one (doubt it), but it doesn't slide well unless you lift up on it.  It's like the tracks are too tight, and if you try pulling straight out, it hangs, and then the cups inside go flying when it finally does slide because you end up jerking it."
11902,B000SSXTAM,AYEBLJHVJR6YA,"Lauri Myers ""Lauri's Cakes & More""",1,3,3,1339632000,Silver Dust,When I added this to the cake it was so beautiful that I couldn't believe it! Even the customer was impressed! It made the cake look more professional for someone who's still learning to make beautiful cakes.
11905,B001CD1VI4,AY50S2HZHQO2Q,"R. Foster ""rwf""",9,10,3,1251072000,Not my favorite,"I bought these in Mid-July ('09) with 2 day delivery along with 4 other flavors.  This is my least favorite.  I still have the original bunch while I've finished the others and have re-ordered them.  For some reason, there is an after-taste that I really don't like with this flavor.  Wish I did like it.  I will keep getting the others through Subscribe and Save as long as they are available.  The others are great when I don't want to cook a full breakfast or lunch. I do freeze and microwave them, then drink a cup of milk with them.  Very filling and satisfying.  I recommend the other flavors I've tried but not this one.  I've tried and like the Oatmeal and Raisin, the Banana Walnut,  the Chocolate Chunk, and the Apple and Caramel flavors.  YMMV"
11908,B001CD1VI4,A19NHOV4KJEBHF,GrowingReal,1,1,3,1329350400,Tastes a little dry,The cookies at first taste good but it follows up with an interesting after taste.  It is also a little dry had to down a whole glass of milk but overall it wasn't too bad.
11918,B001CD1VI4,AWC3FNYC5LDBZ,J. Kelly,0,0,3,1329782400,Nothing great to say,It is just okay to me. This product's flavor does not impress me as much as the vegan choc chunk ones offered by Erin.
11927,B001CD1VI4,AAT5YMWG2EFOV,Anita L,0,1,3,1317600000,"Convenient food, but it's really a cookie, not a meal replacement","I knew before buying that the ingredients weren't all that wholesome: evaporated cane juice, enriched wheat flour, what are those doing in a breakfast? If a product is claiming to be a healthy breakfast, it should really have 100% unadulterated ingredients. (I'll give the Erin Baker's brand its due for using aluminum-free baking powder.) All that having been said, if you regard this as a cookie rather than a meal replacement, you'll be happy with it. It's healthy for a cookie, tastes decent, and fantastically convenient (take it out of the freezer in the morning and it's good to go in 2 hours without heating). But despite what other reviewers have said, it's a high-calorie snack at best. I am a 115 lb female and this barely held me over for about 2 and a half hours before I was starving again. If you're someone with a small appetite, try packing it with a piece of fruit-- Bottom line, it's a healthy cookie, not breakfast, much less a healthy breakfast."
11935,B001CD1VI4,A9FFDAJ95OPV6,Canis Diligo,0,1,3,1297641600,Not my favorite flavor,"I love Erin's Breakfast Cookies, but this flavor is a little to rich for me.  It gives me that funny feeling in the back of my throat."
11941,B001CD1VI4,A1Q6UBE8DIVYZ1,Mom2GaggleOfGirls,0,1,3,1278892800,"Uh, it's just ""okay""","I purchased these with high hopes because I do not seem to have enough time to eat a great breakfast, but I thought this would provide sustenance 'til lunchtime; however, I was disappointed after a few bites. While the cookie is wholesome and filling, it does have a slight aftertaste.  To me it seemed like ""something"" was missing...not sure what, since there are many good ingredients, but I think I would have enjoyed apple/cinnamon much better.<br /><br />Also, I also found it disturbing that even though my cookies were not frozen (probably should have done this since they are a moist cookie) and not yet expired (January 2011), they were stored on the pantry shelf, as they are individually wrapped...but they became moldy. Yep. I just threw away three cookies because I could see mold through the package (opened one to confirm it). Yuck."
11950,B001CD1VI4,AJB5P7GVR0MT8,Harry the Horse,1,3,3,1322870400,Even the $3.88 I spent on these was a mistake,"If I hadn't scored these during a Warehouse sell-off, I'd even more seriously fail to understand how or why anyone could justify paying over a dollar a piece for these things. Sure, the instructions are dead-on with the freeze-before-toasting method, but they have more ingredients than healthy cookies I can make at home for MUCH cheaper, and with superior texture and without the garbage. If you think these are healthy OR a good value, you've been duped."
11965,B001P1V2UK,AMR6Q0R8PM7CU,CostumeDesigner,0,0,3,1323388800,Taste like plastic,"I bought these walnuts hoping they'd have a fresh, natural taste, better than the packaged nuts I find at my local grocery.  Unfortunately, the nuts I received had somehow absorbed a strong taste of plastic.  I took them out of the plastic tubs they were packed in and put them in another container I use that does not transfer odors or tastes onto the food.  Even so, after several weeks these nuts still tasted very unpleasantly of plastic."
11978,B000ETGBOQ,A3U7NYEKNQLYXA,Not So Sophisticated,0,0,3,1343174400,Like them but too salty,I buy these crackers because I need something gluten free to snack with.  But why does gluten free have to be so salty? I have to wipe the salt off to be able to eat them.  Wish the manufacturers would learn that just because we are glten free doesn't mean we can eat all that salt.  Less salt please!
11982,B000ETGBOQ,A1Z3KFIFXC2H08,Joseph Farrow,0,0,3,1267920000,Sesmark Sesame  Rice Thins,"The product is a known value to us and is fresh. The physical condition of the  product leaves something to be desired. The individual wafers are often broken up, to the extent of 30% of the contents of the package. This indicates careless packing for the rigors of package shipment. The use of a somewhat larger outside box with the air bag padding on all sides should be better for the physical care of the contents. My wife eats the thins for lunch very often with meat, cheese or fish and finds the broken ones unsatisfactory."
11999,B000NMDWSM,AJV4IKARNV2VJ,ny5,0,0,3,1307491200,"Super Bubble is great, but box from Amazon not that great.","I've purchaesed twice so far and in both boxes the gum was really hard.  Product is great, but I wouldn't purchase again through amazon due to it being so hard to chew."
12039,B002L82VN8,A3BXC0TUKI5F96,ONExLOSTxSOUL,0,0,3,1337472000,takes a special person,so i tried the garlic one and i made a mistake.... and didn't wear a gas mask when i used it ... i LOVE garlic but wow this is over powering in powder form when i first got it i opened it up to give it a smell and almost fell over it was like i got mased eyes tearing up nose burning regardless i bought it im trying it and i mix up some sausage and if you add water like it says it gets toned down so you can work with it after stuffing it and letting it sit for 24hrs for the casing to firm up i grilled them and im not impressed its not bad like someone just dumped a bunch of garlic powder in my sausage and no other spices i feel like it needs more flavor then JUST garlic powder i mean even salt and pepper would be nice
12050,B003H7YHUW,A204G7E13UW2B0,Andrew Schonbek,3,5,3,1293408000,Deconstructing Environmental Cred,"There's nothing really wrong with these sardines, though as noted below I don't particularly care for their smoky taste. My problem is with the marketing, which attempts to justify an inflated price with a dissertation of a long list of purported benefits. Problem is, most if not all of these benefits apply to all brands of sardines, not just these.<br /><br />One thing I'll say at the outset: If BPA free packaging is your most important purchase criterion read no further and buy these now. The packaging is indeed BPA free.<br /><br />But what about the whole concept of ""wild"" sardines? I'm not aware that the sardine has been domesticated, and the lowly pilchards that swarm the seas in massive schools sometimes visible from outer space are not amenable to aquaculture.<br /><br />On the other hand, qualifying these sardines as wild, notwithstanding the fact that all sardines are wild, does confer a seemingly significant though clearly misplaced credibility. No doubt this will boost sales to a gullible buying public.<br /><br />Read the packaging for these sardines and you can't help but feel you're saving Mother Earth as you chomp on your sandwich. But digging down beneath the surface, there's not so much to be excited about.<br /><br />For instance there's the matter of what happens to these fish after they're ""sustainably caught along the California coast"". The small print provides a clue in that these bad boys are ""processed in Viet Nam"". So what's really going on is that our diminutive sardines take on a heavy carbon footprint, travelling as they do from the west coast to the far east and back again, presumably to harvest the otherwise mutually exclusive benefits of buy-local chic and low labor costs. Nonetheless, we read that, ""These sardines are considered a `Best Choice for Sustainability' by a consensus of environmental organizations"".<br /><br />There are other issues as well.<br /><br />The health benefits of chowing down on this product are highly touted. For instance, ""Ounce for ounce, Wild Planet sardines provide 3 times more calcium and phosphorus than milk..."". OK, fair enough. But is this, as implied, unique to the Wild Planet variety only, or is it once again a characteristic of all sardines? Unfortunately, it's the latter.<br /><br />We also learn that these ""delicious meaty portions"" are ""cleaned and scaled"". Buyer beware: this is quite different from ""skinless and boneless"". ""Cleaned"" in this context must mean something other that what is commonly expected by the use of this word in conjunction with fish. Be prepared to either eat the vertebral column and various entrails, or to remove (clean) them yourself.<br /><br />How do they taste?<br /><br />Not bad, if you're into schmaltz herring. These babies are smoked and have a characteristic smoky, salty taste.<br /><br />But don't worry. It's not just any smoke, but ""aqueous natural smoke"" that they're treated with..."
12051,B003H7YHUW,A2XJ04D0UPVGNP,Mizerello,13,21,3,1276041600,Great Tasting But Disappointed They're Packed in Vietnam,"I recently found Wild Planet and purchased both the Wild Sardines and their Tuna.  The taste is amazing in both the sardines and tuna.  It simply can't be beaten and, they use BPA free cans which is very rare in this country.  Thanks to another review on Amazon, I discovered that many of the canned goods I was buying for my family that were organic, were also packed in cans coated in a lining that includes BPA.  I did some research and discovered Wild Planet.  Their tuna and sardines are more expensive but it's worth it because all of their products are sustainably caught, and packaged responsibly.  They're good for our planet and great for my family.  The only reason I'm not rating them 5 stars is because the sardines are processed in Vietnam and not the US.  The tuna is processed here. The sardines are not, and while I'm sure the canneries used are monitored by Wild Planet, I would much rather serve my family something that was packaged in this country giving fellow Americans much needed jobs.  I also think that with the price of the sardines, they should be packaged here.<br /><br />Anyway, if taste is your only concern, buy these sardines.  They're the best I've tasted.  If you care where your food is processed, these might not be for you--altho, no sardines are processed in this country anymore so I guess we're just out of luck. For some reason, we Americans don't seem to care that we now make very little in our own country.  Go figure."
12072,B0027Z8V4S,A3P0UPCQC7BR0R,cesaric,1,3,3,1334620800,"Good, not great","This is a really dark roast coffee which I usually like.  It has a bite to it but the bold/complex flavors and aroma weren't quite there by my taste.  I tried it in a coffee press, drip and a steam coffee machine that we have at the office but couldn't find that sweet spot that would make it work for me.  I'm a little bias because I picked up <a href=""http://www.amazon.com/gp/product/B001EO5PB0"">Jeremiah's Pick Coffee Colombia Supremo Decaf Whole Bean Coffee, 10-Ounce Bags (Pack of 3)</a> at about the same time to compare and absolutely love Jeremiah's."
12119,B00141UC9I,A36P06J3XULVW,Val,0,0,3,1242950400,Did not work for us,"My dog refuses to eat these snacks.  I was expected that these snacks have a strong liver smell, however they smell like plastic..."
12158,B00141UC9I,A2290K041EW07X,desiree,1,2,3,1242086400,not as good as the chicken strips,"My dog is crazy for the Dogswell chicken strips but these she's not excited about. These are crunchy like a pressed cracker, not a meat strip, and not as chewy."
12250,B00141UC9I,A3DVWBHLCOITDQ,ghbtexas,1,1,3,1285372800,Retired in Texas,"We have purchased these treats several times for our aging Bichon and been well pleased.  She loves them; however, this last batch is tough and really dried out."
12305,B0009XQSAY,A3CON26JT9UT80,George Thomas,5,7,3,1218499200,Damaged goods,"At least half the cans in my last order arrived in a crushed condition; not just dented but caved in. The inner and outer cardboard cartons that they were packed in were not damaged, so the cans had to have been damaged at the time the cartons were packed by the manufacturer, and not damaged during shipping. The can condition was such as manufacturers commonly donate to food banks, knowing that retail supermarket shoppers would not touch them. Perhaps disposing of such product through Amazon.com rather than taking a charitable writeoff is a more cost effective strategy for a manufacturer. Buyer beware when buying products sight unseen. The chicken itself was OK."
12314,B0009XQSAY,AWEM0VJCIHTXU,Primadonamama,1,2,3,1250553600,"Not as good as other brands, texture too soft","I like the convenience of having canned chicken on hand. It's great for soup or salad. However, I found the flavor of the Swanson's canned chicken to be good, however, the texture was so soft, it just seems to mush away into whatever you're making. My kids LOVE chicken salad, and they were so happy to see I had just made some. One taste and they were like, what's this? Why is it so soft, so mushy. I bought a dozen cans, so I have to finish them up and we will be eating mushy chicken salad for awhile. I don't recommend this product."
12348,B003O7AD9Y,A27RW9MEVEASTD,Cooper,2,3,3,1298937600,Excellent treat,These are a good cookie. I was hoping for something lighter but in all they had a good taste but no real crunch. Unfortunately just about every cracker arrived broken or nearly smashed. Perhaps we will add them to vanilla ice cream.....
12349,B003O7AD9Y,A1HR8RFZLOP9UK,Jennifer,0,0,3,1341446400,"Tasty, but small and not very many for the price.","I ordered these to make s'mores. I liked the ingredient list, no HFCS. However, they come more like a box of Wheat Thins.<br />They are not large enough for s'mores, and many of them are broken upon arrival.<br />They do taste good though, as a sweet snack."
12355,B0028A8ZEI,AGV7RC5IAOQP0,K. Landsberg,1,1,3,1287964800,Not a good batch,"I wonder if I got a bad batch?  I go these with the ""Gold Box"" deal they have going.  Maybe they're not quite as fresh, been around in the warehouse too long or something?  Because these were not near as good as the other Virginia Peanuts I've had or ordered from Amazon in the past.  The ""Royal Oak"" in the blue can is what I got last time and they were much larger, not broken, crunchier, and just better tasting.  Seemed silly to return 2/3 of the order, and they are not really awful, completly fine actually, but my expectations were for a premium product. Fairly decent peanut, but these are suposed to be the best.  They were not.  Going to order the Royal Oak next time."
12363,B0028A8ZEI,A3NKD1Z3JGASDQ,"Eric R. Kirk ""Thanks for reading, Eric.""",0,0,3,1305244800,OK peanuts,"I have bought many brands on peanuts on Amazon. I was a tad disappointed in this brand. The Peanut Shop Of Williamsburg. The over all flavor was ok. Not a strong flavor but not weak. I found the salting to be a little on the light side. That's fine with me, I use most of my nuts in kung-pow type dishes, and the lower salt is fine. The crispness was very poor for a hand cooked kettle peanut. It really should have more crunch/snap.  Over all this is a step up from Planters cocktail peanuts. But you can do much better with other brands."
12364,B0028A8ZEI,A385W3E0EF7PSS,Corwin,0,0,3,1283904000,slightly disappointed,"The peanuts were of average quality. They were large enough and salted properly, but they were hardly crisp. In my opinion, they are still better than those that you will find in a supermarket, but nothing really exciting."
12365,B0028A8ZEI,A20EOQWXI34TIO,Matt,0,0,3,1282003200,They're ok,"Nothing spectacular here. Unlike the other reviewers, I found mine fairly salty. I think I'll try other brands before considering buying this again."
12367,B0028A8ZEI,A3PH51ANO0DAEC,Natasha,0,1,3,1335052800,Change in size of product,"I have been receiving Peanut Shoppe of Williamsburg peanuts through the Subscribe and Save plan.  When I first ordered them, each can contained 12 ounces of product, but the most current shipment reduced the size of the product to 10.5 ounce cans and kept the price the same.  I think that is a bit misleading. If there is less product, why isn't it less expensive?"
12376,B000F5429A,A1JTQCIL88W9JV,"S.A. ""bham""",2,2,3,1341964800,"Tasty, but for those sensitive to sugar alcohols, beware!","In trying to cut down on sugar, I have tried several products that contain sugar alcohols and found that I do not tolerate them well. As in gut wrenching pain and embarassing gas attacks. I know that some people can consume these products with little effect but I am not one of them. I don't know what I was thinking except that maybe it has been a few years and perhaps they have made new strides in sugar alcohol technology.<br /><br />Unfortunately for me, these are so tasty, I ate several in the first setting. In a car with two other people. On a long drive. Let's just say I won't be doing that again any time soon. For those who are not troubled by sugar alcohols, enjoy!"
12381,B000F5429A,AY12DBB0U420B,Gary Peterson,0,0,3,1347753600,"Low in Calories. Weak Caramel Taste, Sorta.","I eat very little candy, but every once in a while I can't resist. Well, sometimes I'll try a candy substitute and on my last trip to the grocery store, I spotted some bags (2.75 ounces) of Werther's Original Hard Candies (Sugar Free). They're very low in calories. Okay, are they any good? Well, they taste a little like a very weak creamy caramel hard candy. I tired of them after the third one. They have a bit of an illusion of candy, but just don't match up. I doubt that I'll finish the bag. Oh well, maybe it's for the best.<br /><br />Gary Peterson"
12387,B000DZH1A4,APLFIQCB6S7N,JYD,0,0,3,1291507200,Not my Fav,"I wanted to like this cookie, it's very moist & chewy, has plenty of raisins & walnuts, but something about the flavor just doesn't appeal to my palate.  I'll stick to the ginger & peanut butter.  Like Pamela's other gluten free cookies, the texture is wonderful & can't detect that they are gluten free."
12428,B000FBM3YK,A20AMAVMHY2Z5J,Klee,0,0,3,1313107200,Bahlsen Truffet cookies,I was not very happy when i recieved my order. All the cookies were melted. Very good product. Word of advise. Don't buy any products in the summer time that will melt.
12463,B001UUVKUS,A36GEDLB5A5MJ,"RevDorothyL ""DorothyL""",2,4,3,1256947200,"doesn't cook up quite as the recipes describe, but . . .","I purchased this red quinoa on a special deal here on Amazon, partly because I have a Vegetarian sister and a friend with gluten allergies, and so I'm always looking for new dishes that we can all eat and enjoy.  I'd never cooked quinoa before, though I'd recently sampled the white variety in a couscous dish at someone else's home.<br /><br />So far, the prewashed red quinoa seems to require longer cooking than most of the online recipes suggest, and I haven't been thrilled with the taste of the quinoa alone or with a few spices.  I read online that this red variety has an earthier flavor, and I'm not sure that it appeals to me.<br /><br />On the other hand, this is such a good source of nutrition that I've continued to experiment with using it in combination with other ingredients, where the quinoa flavor can be mixed with other tastes I enjoy more.  I don't regret buying this, but I'm not yet ready to replace rice or pasta or oatmeal in my diet with cooked quinoa only."
12477,B0015G6QVK,AOFBMBB66TC6Q,"R. D. Schott ""dschott10""",1,1,3,1315958400,Great Dog Treat...Quality and Condition when received questionable,"I have to say my golden and cocker love these treats and they are great for dogs, like my cocker, that have allergy issues and need higher quality food. I bought these at a specialty dog store for 3.00 more and the treats seem to be more solid than the ones I got from Amazon. The delivered treats were not consistent and many were hollow inside. This isn't even mentioning the fact that half the bag many of the treats were badly broken up but I can look past that versus the quality. Great treats and the dogs don't complain about my complaints :)."
12514,B001BTYAFU,A1SRSKBFD7Y28M,J. Carnley,0,0,3,1291075200,Not what I thought...,"I bought these bags b/c I thought they were tough, thick nylon.  I guess these bags would work perfectly fine if you're just using them for transport.  I needed a really tough one like the KBR guys try to sell us for $8 here in Afghanistan...2 of these bags are already in the trash after only 2 uses each.  They wash the laundry in the bag and both have ripped after only 2 uses.  I gave them a 3 b/c they are not that bad..just not what I was needing.  The seller was awesome!  I received the bags here in Afghanistan after only 6 days from the original order date so I have to say the seller was very expedient."
12518,B001AHJMWO,ANTWFMQSZLEJF,"CLP ""C""",0,1,3,1233964800,Dents in 2 of the tins when arrived,"This cocoa is like any other cocoa, other than it is white and turns pink when touches liquid.  The tin is cute, but 2 cans were dented when they arrived. Not sure if it was from shipping or the seller.  A bit over priced in my opinion as well."
12519,B001AHJMWO,ANTWFMQSZLEJF,"CLP ""C""",0,1,3,1233964800,Not impressed!,"I bought these along with several other Raggedy Ann & Andy hot cocoas.  The Beary Blue and Pink Hot Chocolate both came with dented cans. I'm not sure if they came from the seller that way or if this happened during the shipping process, but I decided to keep them anyway.  This is the only set of hot cocoas that had a sticker of Raggedy Andy wrapped around the tin insted of it being imprinted on the actual tin. Kids seem to love that it turns blue once it touches the milk or water."
12540,B001O2DE1U,API5JLBRT6FIN,KNSudha,0,0,3,1257724800,Not too great,"Very crisp and tough, does not melt, but  breaks down into pretty large particles in your mouth.  I enjoy it as a cereal, but neither of my 11 mo old twins<br />really enjoy the tough texture.  They like the melt in your mouth and less sugary taste of the happy baby <a href=""http://www.amazon.com/gp/product/B001NXHY8Y"">HAPPYBABY Organic Puffs, Banana Puffs, 2.1-Ounce Packages (Pack of 6)</a> or <a href=""http://www.amazon.com/gp/product/B001NXM3I0"">HAPPYBABY Organic Puffs, Greens Puffs, 2.1-Ounce Packages (Pack of 6)</a> which is almost salty.<br />They also love saltine or ritz crackers Annies brand and those saltines are just as hard to chew and great for teething on."
12565,B000NMGBGM,A3NLROWCSLDJGQ,Amy M. Omana,0,0,3,1326844800,What?,"What? This product is NOT what is showed in the photo. Instead of the box of Xtra Sour Goo which was shown, I recieved Monster Goo, which is NOT what I wanted to get. This company does not send you exactly what is in the photo, so watch out."
12568,B001PNYKLG,A1YDZP4CC9A94T,"Michelle Korn ""Book Worm always looking to Learn""",11,11,3,1273968000,Was so so,"I was very excited to get this product as I used to love their toasted pumpkin seed oil. Unfortunately I couldn't taste the pistachio flavor. So because of the price & lack of taste, I wouldn't purchase it again.<br /><br />Great company though. Michael is a great guy.<br /><br />Michelle"
12581,B000GG0BPW,A23SWLIVY34NY2,RebeccaFL,1,1,3,1289260800,Not Bigelow's best,"I'm definitely in the minority with this opinion, but the vanilla flavor was not only too strong but it tasted artificial. (The ingredients list says ""natural and artificial flavors"" without specifically mentioning vanilla.)  This is not for someone who is looking for a tea accented with vanilla.  I am using 1 vanilla tea bag and 1 green tea bag which makes a more mellow brew, but I won't buy this again -- the Spiced Chai Decaf is so much better."
12588,B000GG0BPW,A2RYV1T2EG1QKE,"Paula R. Ejzak ""TXpoppy""",0,0,3,1350345600,product tasted stale compared to previous purchases,There was not as much flavor as I remembered from my previous purchase of this tea at the local grocery store.  Could not get it locally anymore and am wondering if product was discontinued and this was old merchandise.
12593,B000GG0BPW,A9EOWARBIWW47,"Debra A. Gerdes ""JJohnson""",0,0,3,1269475200,Vanilla,Not as strong of a taste or smell like other teas.  Still good for a nice hot cup of tea
12639,B004CS862A,A13ZJ8FP8QCKKR,JohnDubya,2,2,3,1303257600,"Decent sour candy, not great","I was hoping for the sourness of a hard Warheads candy with a sort of gummy center, but this was not it. The outside was only mildly sour, and it's gone within about 10-15 seconds, then you're left with the chewy (not so much gummy) center. I was hoping it would be chewy like a gummy worm, but it was actually just sticky and soft. Not very appealing. It stuck to my teeth constantly! I found myself sucking the little bit of sourness off, then spitting out the chewy part. Not that great for me, hopefully others will enjoy it!"
12647,B001EO6FTG,A275861H6PV9OC,"MJ ""MJMom""",2,3,3,1206057600,Ordinary,Not quite as good as advertised.  The chocolate flavor has a chemical taste and the coconut seems a bit off.
